rumah,alamat,harga,temppat_tidur,luas_bangunan,luas_lahan
"Ready Rumah Siap Huni, Hanya 300 Jutaan SHM Ready","Sedayu, Bantul",Rp 424.000.000,2,45,75
Fee BBN Rumah Minimalis Dekat Kampus UMY,"Bantul, Bantul",Rp 374.000.000,2,37,81
Rumah Siap Bangun Dekat Kampus UMY Cocok untuk Kost,"Banguntapan, Bantul",Rp 570.000.000,2,45,100
Rumah Siap Bangun  kawasan perumahan FREE Balik Nama,"Bantul, Bantul",Rp 570.000.000,2,45,104
Bonus Pagar Rumah Proses Bangun Selatan UMY,"Banguntapan, Bantul",Rp 374.000.000,2,37,99
Rumah Murah Dekat UMY Bonus Pagar,"Bantul, Bantul",Rp 424.000.000,2,45,73
Dijual Rumah   lokasi Tamantirto sekat UMY,"Bantul, Bantul",Rp 570.000.000,2,45,103
Bonus AC Rumah Siap Huni Dekat Kampus UMY,"Pajangan, Bantul",Rp 374.000.000,2,37,88
"Di Jual Rumah Tipe Skandinavia Modern, Cebongan Mlati Sleman",Sleman,Rp 650.000.000,3,60,100
Siap Bangun Murah Mewah Greenland Giwangan Yogyakarta,"Pleret, Bantul",Rp 750.000.000,2,48,95
Kavling Rumah Siap Bangun Rumah Impian Harga Murah,"Kasihan, Bantul",Rp 850.000.000,2,85,101
Rumah 2 Lantai Siap Bangun Dekat Kampus STIKES Harga Murah,"Banguntapan, Bantul",Rp 1.100.000.000,3,115,114
Kavling Rumah Siap Bangun Dekat Kampus UMY Harga 500 Jt-an,"Bantul, Bantul",Rp 850.000.000,2,85,105
Kavling Rumah Siap Bangun Rumah Impian Harga Murah,"Kasihan, Bantul",Rp 570.000.000,2,45,101
Perumahan Terjangkau Grahaa Cahaya Argosari Jogja,"Sedayu, Bantul",Rp 320.000.000,2,94,94
Rumah Kulonprogo Murah Lokasi Strategis Akses Mudah,"Pengasih, Kulon Progo",Rp 207.000.000,2,76,76
DIJUAL Rumah berlokasi strategis kota Yogyakarta,"Depok, Sleman",Rp 2.200.000.000,3,300,200
Rumah Murah Siap Bangun Bukan Subsidi - Cocok Buat Pasutri Muda,"Pengasih, Kulon Progo",Rp 154.000.000,2,76,76
RUMAH 2 LANTAI MEWAH MURAH di PALAGAN,"Mlati, Sleman",Rp 1.850.000.000,3,105,199
"RUMAH 3 KAMAR DI SLEMAN, GRATIS BIAYA2","Mlati, Sleman",Rp 650.000.000,3,60,100
RUMAH SLEMAN DEKAT CANDI PRAMBANAN,"Kalasan, Sleman",Rp 365.000.000,2,36,70
Kavling Siap Bangun area sleman mulai 365jt Type 36,"Kalasan, Sleman",Rp 365.000.000,2,36,70
"Rumah Baru tipe 60, Luas Tanah 120, Kamar 3, di Perumahan Maguwo","Maguwoharjo, Sleman",Rp 750.000.000,3,60,120
Rumah Mewah 2 Lantai tipe 210 di Perumahan Elit Jalan Palagan Sleman,Sleman,Rp 2.950.000.000,5,210,200
Rumah baru tepi jl aspal barat pasar cebongan,Sleman,Rp 650.000.000,3,60,100
"Rumah Tinggal Jl Palagan Km12, Ngaglik, Sleman","Ngaglik, Sleman",Rp 1.050.000.000,3,124,139
Rumah dlm Cluster Mewah Citra Sun Garden Jl Adisucipto Jogja,Sleman,Rp 2.700.000.000,4,162,163
"Rumah Baru  dekat ringroad Maguwo, Sleman","Depok, Sleman",Rp 800.000.000,3,83,122
Rumah Luas dan Murah Dekat Jogja Bay Waterboom Maguwoharjo,"Depok, Sleman",Rp 900.000.000,8,126,279
RUMAH CANTIK HARGA TERJANGKAU AKSES MUDAH DI SAMBISARI KALASAN,"Purwo martani, Sleman",Rp 750.000.000,3,70,125
RUMAH CANTIK SIAP HUNI 2 LT 5 MENIT DARI JOMBOR,"Sleman, Sleman",Rp 2.600.000.000,3,138,144
RUMAH MEWAH LOK STRATEGIS TIMUR TENGKLENG GAJAH NGAGLIK SLEMAN JOGJA,"Ngemplak, Sleman",Rp 1.825.000.000,4,150,99
RUMAH SIAP HUNI 600 JUTAAN DI SLEMAN DEKAT PEMDA SLEMAN JALAN MAGELANG,"Sleman, Sleman",Rp 630.000.333,3,60,98
RUMAH MEWAH 2 LANTAI DALAM PERUMAHAN FULL FURNSHED DI NGEMPLAK SLEMAN,"Ngemplak, Sleman",Rp 1.750.000.000,3,120,126
RUMAH CANTIK SIAP HUNI FULLY FURNISHED DI PURWOMARTANI SLEMAN,"Purwo martani, Sleman",Rp 770.000.000,3,80,104
ISTIMEWA 1 UNIT RUMAH 2 LANTAI TERMURAH DI PUSAT KOTA JOGJA,"Umbulharjo, Yogyakarta",Rp 1.850.000.000,4,125,115
UNIT TERBATAS SIAP HUNI DI SLEMAN,"Sleman, Sleman",Rp 500.000.000,2,50,119
RUMAH CANTIK HARGA TERJANGKAU 10 MENIT DARI KAMPUS UMY JOGJA,"Bantul, Bantul",Rp 475.000.000,2,45,91
ADA YANG BARU   PERUMAHAN DESAIN MODERN LOKASI BAGUS HANYA DEKAT CANDI PRAMBANAN,"Prambanan, Sleman",Rp 385.000.555,2,40,60
RUMAH CANTIK DALAM KOMPLEK HARGA TERJANGKAU BISA KPR DI BANTUL,"Bantul, Bantul",Rp 450.000.000,2,46,90
PALING LARIS PERUMAHAN MURAH BISA KPR TANPA DP DI SIYONO,"Playen, Gunung Kidul",Rp 249.999.900,2,39,60
RUMAH CANTIK 2 LT SIAP HUNI DI SENDANGADI SLEMAN,"Sleman, Sleman",Rp 2.600.000.000,3,138,144
Dijual Hunian Mewah 2 Lantai di Sleman dekat UII,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Rumah Dijual Dekat Kampus Terpadu Mu'allimin dan Mercubuana Sedayu,"Sedayu, Bantul",Rp 375.590.320,2,40,77
Dijual Hunian Modern 2 Lantai di Sleman,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Modern Exclusive Promo di Sleman,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Modern Strategis di Sleman dekat UII,"Condong Catur, Sleman",Rp 1.500.000.000,5,120,120
Kavling Siap Bangun area sleman mulai 365jt Type 36,"Kalasan, Sleman",Rp 365.000.000,2,36,70
Promo DP 0% Rumah Dijual Dalam Cluster di Jakal Sleman,"Ngaglik, Sleman",Rp 689.000.000,2,45,93
Di Jual Rumah Siap Huni Dalam Ringroad Lokasi Wirosaban Jogja,"Banguntapan, Bantul",Rp 890.000.000,2,70,104
RUMAH SIAP HUNI TEPI JALAN 400 JUTAAN DI JOGJA SELATAN,"Kasihan, Bantul",Rp 435.000.000,2,54,97
RUMAH MEWAH SIAP HUNI 400 JUTAAN DI BANTUL,"Pajangan, Bantul",Rp 465.000.000,2,46,90
RUMAH BEST SELLER KOTA JOGJA HANYA 400 JUTAAN,"Banguntapan, Bantul",Rp 449.900.000,2,36,62
Rumah Murah Siap Bangun Bukan Subsidi - Cocok Buat Pasutri Muda,"Pengasih, Kulon Progo",Rp 154.000.000,2,76,76
RUMAH SIAP HUNI 600 JUTAAN DI SLEMAN DEKAT PEMDA SLEMAN JALAN MAGELANG,"Sleman, Sleman",Rp 630.000.333,3,60,98
RUMAH MEWAH 2 LANTAI DALAM PERUMAHAN FULL FURNSHED DI NGEMPLAK SLEMAN,"Ngemplak, Sleman",Rp 1.750.000.000,3,120,126
RUMAH CANTIK SIAP HUNI FULLY FURNISHED DI PURWOMARTANI SLEMAN,"Purwo martani, Sleman",Rp 770.000.000,3,80,104
ISTIMEWA 1 UNIT RUMAH 2 LANTAI TERMURAH DI PUSAT KOTA JOGJA,"Umbulharjo, Yogyakarta",Rp 1.850.000.000,4,125,115
ADA YANG BARU   PERUMAHAN DESAIN MODERN LOKASI BAGUS HANYA DEKAT CANDI PRAMBANAN,"Prambanan, Sleman",Rp 385.000.555,2,40,60
UNIT TERBATAS SIAP HUNI DI SLEMAN,"Sleman, Sleman",Rp 500.000.000,2,50,119
RUMAH CANTIK HARGA TERJANGKAU 10 MENIT DARI KAMPUS UMY JOGJA,"Bantul, Bantul",Rp 475.000.000,2,45,91
RUMAH CANTIK SIAP HUNI 2 LT 5 MENIT DARI JOMBOR,"Sleman, Sleman",Rp 2.600.000.000,3,138,144
Rumah Luas dan Murah Dekat Jogja Bay Waterboom Maguwoharjo,"Depok, Sleman",Rp 900.000.000,8,126,279
RUMAH MEWAH LOK STRATEGIS TIMUR TENGKLENG GAJAH NGAGLIK SLEMAN JOGJA,"Ngemplak, Sleman",Rp 1.825.000.000,4,150,99
"Malangrejo , wedomartani siap bangun dengan konsep desgin pilihan anda","Ngemplak, Sleman",Rp 450.000.000,2,36,64
"Rumah Premium Siap Bangun Dekat Stadion Maguwoharjo, Tajem","Depok, Sleman",Rp 1.350.000.000,3,80,117
RUMAH dekat PUKESMAS KALASAN SISA 1UNIT SAJA MURAH MERIAH,"Purwo martani, Sleman",Rp 431.000.000,2,36,68
Rumah Baru Siap Huni Dekat  Kampus 4 UAD Jl Imogiri Timur,"Pleret, Bantul",Rp 750.000.000,3,70,105
Rumah Full Furniture Di Selatan Hotel Hyatt Palagan,"Mlati, Sleman",Rp 950.000.000,2,130,135
Rumah Baru Full Furniture Dekat Kampus UII Jakal Sleman,"Ngaglik, Sleman",Rp 835.000.000,2,89,143
Jual Cepat Rumah Dalam Perumahan Palagan Km 7 Sleman,"Ngaglik, Sleman",Rp 2.400.000.000,4,180,162
Jual Murah Rumah Di Barat Hotel Hyatt Mlati Sleman,"Mlati, Sleman",Rp 835.000.000,2,95,106
Rumah Murah Dijual : Jl Kaliurang Jogja,Sleman,Rp 1.137.500.000,2,56,98
dijual murah rumah di sleman Dekat Kampus UGM  SIap AJB,Yogyakarta,Rp 1.137.500.000,2,56,98
"Rumah dijual Murah Di Jogja Dekat Pasar Colombo KT2, KM2",Sleman,Rp 1.137.500.000,2,56,98
Rumah Kost dijual Murah Di Jogja 300 meter Kampus UII,Sleman,Rp 2.900.000.000,7,156,153
10 menit Kampus ISI Jogja: rumah dijual,Bantul,Rp 575.000.000,2,72,131
RUMAH 2 LANTAI MEWAH MURAH di PALAGAN,"Mlati, Sleman",Rp 1.850.000.000,3,105,199
"RUMAH 3 KAMAR DI SLEMAN, GRATIS BIAYA2","Mlati, Sleman",Rp 650.000.000,3,60,100
Rumah mewah di perumahan Green Hills Residence Jl Kaliurang Km 9,Sleman,Rp 3.000.000.000,4,170,232
rumah murah nya kebangetan jl kaliurang km 8,Sleman,Rp 1.700.000.000,3,150,140
Rumah Mewah Sleman Smarthome Private Pool Dekat RS JIH,"Ngaglik, Sleman",Rp 1.487.000.000,4,95,125
"Rumah murah di Jogja, dekat UMY 2kmr tidur","Gamping, Sleman",Rp 525.000.000,2,45,75
Rumah Kekinian Desain Scandinavian di UMY Sleman,"Gamping, Sleman",Rp 592.000.000,3,55,90
Rumah Mewah Include Private Pool di Jakal KM 95 Sleman,"Ngaglik, Sleman",Rp 1.470.000.000,4,95,125
Rumah 2 Lantai BONUS Kolam Renang Pribadi di Sleman,"Ngaglik, Sleman",Rp 1.520.000.000,4,95,133
Rumah Mewah Type 110 dengan Kolam Renang di Sleman Dekat UII,"Ngaglik, Sleman",Rp 1.992.000.000,4,110,200
Dijual Rumah Mewah 2 Lantai Exclusive di Ngaglik,"Mlati, Sleman",Rp 1.537.000.000,4,95,133
Dijual Rumah Mewah Exclusive di Sleman,"Depok, Sleman",Rp 1.537.000.000,4,95,133
Dijual Hunian Modern Exclusive di Sleman,"Depok, Sleman",Rp 3.567.000.000,5,195,390
Rumah Scandinavian Type Dekat Pasar Gamping Lokasi Premium,"Gamping, Sleman",Rp 516.000.000,2,40,79
Rumah Murah Scandinavian di Sleman - Akses Mudah dan Strategis,"Gamping, Sleman",Rp 548.000.000,2,40,80
"Rumah 2 Lantai SHM DI GAMPING, SLEMAN","Gamping, Sleman",Rp 744.000.000,3,75,79
Siap Bangun Rumah Area Kasihan Jogja Diskon Besar-besaran,"Sedayu, Bantul",Rp 242.600.000,2,36,118
Hunian Siap Bangun Daerah Kasihan Bantul Jogja,"Kasihan, Bantul",Rp 358.000.000,2,36,84
Rumah Murah Banyak Bonus Daerah Balecatur Gamping,"Gamping, Sleman",Rp 198.000.000,2,36,97
Rumah Bebas Desain Siap Bangun di Kasihan Bantul,"Kasihan, Bantul",Rp 350.000.000,2,36,84
Hunian Siap Bangun Berkualitas Daerah Kasihan Bantul,"Kasihan, Bantul",Rp 350.000.000,2,36,84
Hunian Siap Bangun Berkualitas Daerah Ngemplak Sleman,"Ngemplak, Sleman",Rp 475.000.000,2,45,68
TAMAN HUTAMA SEDAYU,"Sedayu, Bantul",Rp 310.000.000,2,36,70
RUMAH 200juta TAMAN HUTAMA SEDAYU,"Sedayu, Bantul",Rp 225.000.000,2,36,70
SMARTHOME MALANGREJO HUTAMA ASRI,"Ngemplak, Sleman",Rp 478.000.000,2,645,60
"Kavling cluster Siap Bangun di Wedomartani,Ngemplak,Sleman","Ngemplak, Sleman",Rp 437.000.000,2,36,64
"Rumah Siap Bangun sisa 2 unit di balecatur,Sleman","Gamping, Sleman",Rp 208.000.000,2,36,67
"Promo 270Jt Malangrejo,Wedomartani,Ngemplak,Sleman","Ngemplak, Sleman",Rp 270.000.000,2,36,64
"Rumah Siap Bangun 9 Unit,Sedayu","Sedayu, Bantul",Rp 270.000.000,2,36,71
HADIR RUMAH MURAH SUDAH INCLUDE SMARTHOME DI SEDAYU,"Sedayu, Bantul",Rp 420.000.000,2,36,101
Rumah Full Furnised Siap Huni dekat Sleman City Hall,"Ngaglik, Sleman",Rp 1.500.000.000,3,100,262
Rumah Full Furniture Di Selatan Hotel Hyatt Palagan,"Mlati, Sleman",Rp 950.000.000,2,130,135
Rumah Baru Full Furniture Dekat Kampus UII Jakal Sleman,"Ngaglik, Sleman",Rp 835.000.000,2,89,143
Jual Cepat Rumah Dalam Perumahan Palagan Km 7 Sleman,"Ngaglik, Sleman",Rp 2.400.000.000,4,180,162
Jual Murah Rumah Di Barat Hotel Hyatt Mlati Sleman,"Mlati, Sleman",Rp 835.000.000,2,95,106
Rumah Di Sleman Dekat Kampus UII Include Private Pool,"Ngaglik, Sleman",Rp 2.091.525.000,4,110,196
Rumah Di Jual Bantul di Pendowoharjo Yogyakarta,Sleman,Rp 450.000.000,2,72,131
"Malangrejo , wedomartani siap bangun dengan konsep desgin pilihan anda","Ngemplak, Sleman",Rp 450.000.000,2,36,64
"Rumah Clasik di Sedayu Bantul, Siap Huni dekat Universitas Mercubuana","Sedayu, Bantul",Rp 1.200.000.000,4,165,156
Rumah Mewah Sleman Plus Kolam Renang Dekat Kampus UGM,"Ngaglik, Sleman",Rp 1.699.425.000,4,95,143
"SIAP BANGUN DI JOGJA KOTA, LOKASI PREMIUM DEKAT KERATON JOGJA","Wirobrajan, Yogyakarta",Rp 1.550.617.500,3,80,103
Villa Kandra  dekat STIE YKPN Seturan,"Maguwoharjo, Sleman",Rp 185.000.000,2,36,50
Promo DP 0% Rumah Dijual Dalam Cluster di Jakal Sleman,"Ngaglik, Sleman",Rp 689.000.000,2,45,93
Di Jual Rumah Siap Huni Dalam Ringroad Lokasi Wirosaban Jogja,"Banguntapan, Bantul",Rp 890.000.000,2,70,104
RUMAH SIAP HUNI TEPI JALAN 400 JUTAAN DI JOGJA SELATAN,"Kasihan, Bantul",Rp 435.000.000,2,54,97
RUMAH MEWAH SIAP HUNI 400 JUTAAN DI BANTUL,"Pajangan, Bantul",Rp 465.000.000,2,46,90
RUMAH BEST SELLER KOTA JOGJA HANYA 400 JUTAAN,"Banguntapan, Bantul",Rp 449.900.000,2,36,62
Rumah Senyaman Villa Sleman Murah All In Jalan Wates Km 6,"Gamping, Sleman",Rp 492.165.000,2,40,73
Villa 20 Menit Ke Malioboro All In Sleman,"Gamping, Sleman",Rp 492.600.000,2,40,73
Rumah Jogja  Padat Perumahan Barat Tugu Lilin,"Kasihan, Bantul",Rp 385.100.000,2,40,110
Rumah Senyaman Villa Dekat Pasar Gamping All In,"Sleman, Sleman",Rp 520.090.000,2,40,80
Rumah Villa Jogja Dekat Pom Ambarketawang Bonus Mezzanine,"Gamping, Sleman",Rp 520.100.000,2,40,80
Rumah Bantul Free Mezzanine Dekat Kampus UMY,"Kasihan, Bantul",Rp 385.500.000,2,40,110
Rumah Senyaman Villa Scandinavian Sleman Jalan Wates Km 6,"Gamping, Sleman",Rp 520.060.000,2,80,80
Villa Sleman 20 Menit Ke Malioboro All In,"Gamping, Sleman",Rp 520.060.000,2,40,80
Rumah 300 Jutaan All In  Dekat Malioboro,"Kasihan, Bantul",Rp 385.000.000,2,40,110
Rumah Senyaman Villa Bonus Mezzanine Jogja Dekat Kampus UMY,"Gamping, Sleman",Rp 516.000.000,2,40,77
Rumah Mewah Sleman Antara Kampus UGM dan UII  SHM Ready Langsung Bangun,"Ngaglik, Sleman",Rp 1.591.000.000,4,95,139
Rumah Jogja Include Private Pool  Dekat Kampus UII,"Ngaglik, Sleman",Rp 1.633.500.000,4,95,143
Villa Dekat Pasar Gamping Murah All In Jogja,"Sleman, Sleman",Rp 1.263.500.000,4,95,144
"HANYA 50 METER DARI JALAN UTAMA JANTI, DESAIN SCANDINAVIA","Depok, Sleman",Rp 1.900.000.000,3,80,98
"DESAIN KEKINIAN SCANDINAVIA, DEKAT KAMPUS RESPATI","Depok, Sleman",Rp 1.350.000.000,3,75,109
RUMAH JOGJA DESAIN KEKINIAN DEKAT AMBARUKMO PLAZA,"Kotagede, Yogyakarta",Rp 1.913.000.000,3,80,98
"RUMAH MEWAH 2 LANTAI DI JOGJA, DEKAT DENGAN KAMPUS UGM","Purwo martani, Sleman",Rp 2.013.000.000,3,80,105
"Dekat Kampus UNRIYO, Rumah Hunian 2 Lantai Desain Mewah","Ngaglik, Sleman",Rp 1.350.000.000,3,80,117
"RUMAH JOGJA DALAM RINGROAD, TIPE 80/104M2 DESAIN KEKINIAN","Ngampilan, Yogyakarta",Rp 1.261.000.000,3,80,104
"Rumat Etnik Dekat Bandara Yia, Siap Bangun","Panjatan, Kulon Progo",Rp 570.000.000,3,60,110
"Dijual Rumah Siap BAngun Desain Kekinian Dekat Ambarukmo Plaza, Janti","Sleman, Sleman",Rp 2.014.000.000,3,80,105
"Rumah 2 Lantai di Maguwoharjo, Siap Bangun","Purwo martani, Sleman",Rp 1.260.800.000,3,80,104
"Rumah Dekat jogja Kota di Jalan Solo, Janti, Dalam Ring Road","Kotagede, Yogyakarta",Rp 1.900.000.000,3,80,98
"RUMAH JOGJA KOTA, STRATEGIS DI WIROBRAJAN, DEKAT MALIOBORO","Wirobrajan, Yogyakarta",Rp 1.550.000.000,3,80,102
"RUMAH DESAIN MODERN ETNIK JAWA, DEKAT BANDARA YIA","Panjatan, Kulon Progo",Rp 560.000.000,3,60,102
"HANYA 20 METER KE FLY OVER JANTI, DESAIN SCANDINAVIA","Pakualaman, Yogyakarta",Rp 1.900.000.000,3,80,98
"DESAIN MODERN, RUMAH 2 LANTAI DI WOROBRAJAN, DEKAT MALIOBORO","Pakualaman, Yogyakarta",Rp 1.550.000.000,3,80,102
"DESAIN MODERN RUMAH 2 LANTAI JOGJA KOTA, DEKAT WIROBRAJAN, KAMPUS PGRI","Tegalrejo, Yogyakarta",Rp 1.665.180.000,3,80,103
"INVESTASI DI JOGJA KOTA, WIROBRAJAN, DEKAT MALIOBORO, KAMPUS UPY","Tegalrejo, Yogyakarta",Rp 1.550.617.500,3,80,102
"HARGA 185 JUTA RUMAH KOMERSIL BUKAN RUMAH SUBSIDI, DESAIN MINIMALIS","Panjatan, Kulon Progo",Rp 185.000.000,2,30,61
"RUMAH MEWAH BERKELAS DI JANTI, DEKAT AMBARUKMO, TAJEM, BLOK O","Depok, Sleman",Rp 1.900.000.000,3,80,98
RUMAH CANTIK DALAM KOMPLEK HARGA TERJANGKAU BISA KPR DI BANTUL,"Bantul, Bantul",Rp 450.000.000,2,46,90
PALING LARIS PERUMAHAN MURAH BISA KPR TANPA DP DI SIYONO,"Playen, Gunung Kidul",Rp 249.999.900,2,39,60
RUMAH CANTIK 2 LT SIAP HUNI DI SENDANGADI SLEMAN,"Sleman, Sleman",Rp 2.600.000.000,3,138,144
RUMAH CANTIK HARGA TERJANGKAU AKSES MUDAH DI SAMBISARI KALASAN,"Purwo martani, Sleman",Rp 750.000.000,3,70,125
Rumah Mewah Sleman Plus Kolam Renang Dekat Kampus UGM,"Ngaglik, Sleman",Rp 1.699.425.000,4,95,143
"SIAP BANGUN DI JOGJA KOTA, LOKASI PREMIUM DEKAT KERATON JOGJA","Wirobrajan, Yogyakarta",Rp 1.550.617.500,3,80,103
Villa D Junas dekat Jogja bay,"Maguwoharjo, Sleman",Rp 235.000.000,2,40,60
Villa Kandra  dekat STIE YKPN Seturan,"Maguwoharjo, Sleman",Rp 185.000.000,2,36,50
Rumah Di Jual Bantul di Pendowoharjo Yogyakarta,Sleman,Rp 450.000.000,2,72,131
Rumah Di Sleman Dekat Kampus UII Include Private Pool,"Ngaglik, Sleman",Rp 2.091.525.000,4,110,196
RUMAH TINGGAL BANGUNAN MEWAH DI JL RINGINSARI HANYA BEBERAPA METER DARI RINGROAD,"Depok, Sleman",Rp 7.000.000.000,5,400,515
"AREA PREMIUM DI JOGJA, DEKAT KAMPUS UIN, UGM, UAJY, YKPN, UPN","Sleman, Sleman",Rp 2.000.000.000,3,80,105
"RUMAH LOKASI STRATEGIS LANGSUNG JALAN WATES, READY SIAP BANGUN","Sedayu, Bantul",Rp 270.000.000,2,36,71
Rumah Cantik Termurah di Sleman Bara,"Moyudan, Sleman",Rp 350.000.000,2,50,125
Dijual Rumah Baru dan Cantik Siap Huni,"Ngemplak, Sleman",Rp 625.000.000,3,70,112
Dijual Rumah Cantik Bale Candi Turen,"Ngaglik, Sleman",Rp 800.000.000,3,80,125
Dijual Rumah Murah Dalam Perumahan,"Mlati, Sleman",Rp 1.200.000.000,2,64,126
Dijual Rumah Baru Bale Sambirejo,"Kalasan, Sleman",Rp 1.300.000.000,3,135,125
Dijual Rumah Baru 2 lt siap huni,"Ngaglik, Sleman",Rp 1.295.000.000,3,80,104
Dijual Rumah Murah didalam perumahan,"Ngaglik, Sleman",Rp 650.000.000,3,70,90
Cluster Impian di Piyaman Wonosari,"Wonosari, Gunung Kidul",Rp 312.000.000,2,45,72
Rumah Cantik dekat Stadion Maguwoharjo,"Maguwoharjo, Sleman",Rp 365.000.000,3,65,60
Investasi Villa ditengah Kota Jogja,"Depok, Sleman",Rp 409.000.000,3,102,60
Rumah Cantik Sisa 1 Unit Free Desain Daerah Bangunjiwo,"Kasihan, Bantul",Rp 358.000.000,2,36,84
Rumah Free Desain Siap Bangun Minimalis Daerah Sedayu,"Sedayu, Bantul",Rp 243.000.000,2,36,70
Rumah Impian Baru Siap Bangun Free Desain Daerah Purwomartani,"Purwo martani, Sleman",Rp 399.000.000,2,36,70
Rumah Free Desain Siap Bangun Minimalis Daerah Sedayu,"Sedayu, Bantul",Rp 251.000.000,2,36,72
Rumah Free Desain Siap Bangun Minimalis Daerah Sedayu,"Sedayu, Bantul",Rp 251.000.000,2,36,72
Rumah Impian Strategis Baru Siap Bangun Free Desain Daerah Malangrejo,"Maguwoharjo, Sleman",Rp 478.000.000,2,45,66
Rumah Impian Murah 200anJt Free Desain Daerah Balecatur,"Gamping, Sleman",Rp 242.000.000,2,36,67
Rumah 200an jt Siap Bangun Daerah Balecatur Gamping,"Gamping, Sleman",Rp 242.000.000,2,36,67
Rumah Siap Bangun Dekat Wisata Kasongan Bantul,"Kasihan, Bantul",Rp 358.000.000,2,36,84
Rumah 200an jt Siap Bangun Daerah Balecatur Gamping,"Gamping, Sleman",Rp 242.000.000,2,36,67
Rumah Siap Bangun Dekat Wisata Kasongan Bantul,"Kasihan, Bantul",Rp 358.000.000,2,36,84
Rumah Siap Bangun Dekat Wisata Kasongan Bantul,"Kasihan, Bantul",Rp 358.000.000,2,36,84
Rumah Strategis Siap Bangun Depan Sdn 3 Sedayu,"Sedayu, Bantul",Rp 310.000.000,2,36,70
Rumah Baru Siap Bangun Free Desain Dekat Pamela Tujuh Purwomartani,"Kalasan, Sleman",Rp 395.000.000,2,36,70
Rumah Baru Strategis Siap Bangun Dekat Stadion Maguwoharjo,"Maguwoharjo, Sleman",Rp 475.000.000,2,45,66
Rumah Premium Siap Bangun Strategis Daerah Maguwoharjo,"Maguwoharjo, Sleman",Rp 475.000.000,2,45,66
Rumah Impian Baru Siap Bangun Free Desain Daerah Purwomartani,"Purwo martani, Sleman",Rp 395.000.000,2,36,70
Rumah Baru Siap Bangun Free Desain Dekat Pamela Tujuh Purwomartani,"Purwo martani, Sleman",Rp 395.000.000,2,36,70
Rumah Bebas Desain Siap Bangun Sisa 1 Unit Daerah Bangunjiwo,"Kasihan, Bantul",Rp 350.000.000,2,36,84
Rumah Free Desain Siap Bangun Daerah Sedayu,"Sedayu, Bantul",Rp 310.000.000,2,36,70
Rumah Modern Sleman Murah Meriah,"Ngemplak, Sleman",Rp 475.000.000,2,45,60
Rumah Murah Desain Kekinian daerah Purwomartani Sleman,"Purwo martani, Sleman",Rp 430.000.000,2,36,68
Promo Rumah Minimalis Termurah Purwomartani Sleman,Sleman,Rp 430.000.000,2,36,68
Hunian Mewah Desain Modern Area Wedomartani Sleman,"Ngemplak, Sleman",Rp 475.000.000,2,45,60
RUMAH AREA BANGUNJIWO BANTUL 350JT SIAP BANGUN,"Kasihan, Bantul",Rp 350.000.000,2,36,84
RUMAH DIJUAL DI TAMAN HUTAMA SEDAYU HARGA CUMA 270JT,"Sedayu, Bantul",Rp 270.000.000,2,36,71
RUMAH AREA BANGUNJIWO BANTUL JOGJA HANYA 352JT,"Kasihan, Bantul",Rp 352.000.000,2,36,84
PROMO RUMAH TERMURAH HANYA 437JT SIAP BANGUN AREA NGEMPLAK SLEMAN,"Ngemplak, Sleman",Rp 437.000.000,2,36,64
RUMAH BANGUNJIWO BANTUL SLEMAN FREE DESAIN SIAP BANGUN,"Kasihan, Bantul",Rp 352.000.000,2,36,84
RUMAH AREA PURWOMARTANI SLEMAN JOGJA READY SIAP BANGUN,"Kalasan, Sleman",Rp 431.000.000,2,36,68
RUMAH AREA SEDAYU BANTUL JOGJA READY SIAP BANGUN,"Sedayu, Bantul",Rp 270.000.000,2,36,71
Rumah Full Furnised Siap Huni dekat Sleman City Hall,"Ngaglik, Sleman",Rp 1.500.000.000,3,100,262
Perumahan mewah berkelas harga murah di pinggir jalan raya Wates,"Sedayu, Bantul",Rp 399.000.000,2,40,70
Dijual rumah siap bangun di Sleman Jogja harga perdana bisa kpr,"Gamping, Sleman",Rp 684.000.000,2,36,91
Rumah 2 lantai di Banguntapan Jogja lokasi strategis,"Banguntapan, Bantul",Rp 1.300.000.000,3,80,120
Dijual Rumah mewah di jogja view merapi,Sleman,Rp 1.400.000.000,4,240,201
Dijual Hunian Modern di Sleman dekat UII,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Modern Lokasi Premium di Ngaglik dekat UII,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Rumah Mewah di Sleman dekat UII Promo Launching,Sleman,Rp 1.500.000.000,5,120,120
Dijual Hunian Mewah di Sleman dekat UII Strategis,Sleman,Rp 1.500.000.000,5,120,120
Dijual Hunian Modern asri Lokasi Premium di Sleman,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
Dijual Hunian Modern 2 Lantai di Sleman,Sleman,Rp 1.500.000.000,5,120,120
Dijual Hunian Modern 2 Lantai di Sleman dekat UII,Sleman,Rp 1.500.000.000,5,120,120
Dijual Hunian Modern di Sleman Strategis,Sleman,Rp 2.200.000.000,6,140,159
Dijual Hunian Modern 2 Lantai di Sleman Strategis,"Ngaglik, Sleman",Rp 1.500.000.000,5,120,120
